num,pic,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,ratingBekannt.response,ratingBekannt.rt,key_resp_5.keys,key_resp_5.rt,ratingK1.response,ratingK1.rt,ratingK2.response,ratingK2.rt,ratingK3.response,ratingK3.rt,key_resp_6.keys,inputText,key_resp_4.keys,key_resp_4.rt,key_resp_6.rt,date,frameRate,expName,session,participant,
190,./greyInner/TaylorSwift8_1_cut.png,0,173,173,189,,,1.ja,1.196,None,,None,None,music,1.045,None,None,None,taylor swift,"['t', 'a', 'y', 'l', 'o', 'r', 'space', 's', 'w', 'i', 'f', 't', 'return']","[0.5001565411084812, 0.8675745623263538, 1.0834181264335712, 1.3165283673015438, 1.4499851157634112, 1.5833844444327951, 1.6666364063294168, 1.8164946853007677, 2.0497768647637713, 2.133102285500172, 2.26645285546374, 2.466302601661937, 2.5995107448788985]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
118,./greyInner/JudithRakers4_3_cut.png,0,174,174,117,,,2.nein,3.328,None,,dummy,0.779,None,None,None,None,None,,['return'],[0.9999153138264774],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
53,./greyInner/DannFlorek(DonaldDonCragen)2_1_cut.png,0,175,175,52,,,2.nein,1.828,None,,None,None,None,None,polit,0.812,None,,['return'],[0.5503969343603785],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
164,./greyInner/OmarEpps(DrEricForeman)5_2_cut.png,0,176,176,163,,,1.ja,2.857,None,,dummy,0.769,None,None,None,None,None,omar epps,"['o', 'm', 'a', 'r', 'space', 'e', 'p', 'p', 's', 'return']","[0.7670408469643917, 0.9501977935401555, 1.0668343923384782, 1.4331405867469584, 1.5667455360121494, 1.7165111092863299, 1.8498331297441837, 1.99975460256519, 2.099712195322354, 2.1997249624046162]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
184,./greyInner/SigmarGabriel4_5_cut.png,0,177,177,183,,,1.ja,1.534,None,,None,None,None,None,polit,0.454,None,gabriel,"['g', 'a', 'b', 'r', 'i', 'e', 'l', 'return']","[0.6335940427125024, 0.8835363021398734, 0.9169235052891054, 1.0834588656157393, 1.1334115183462927, 1.2997832803830534, 1.3238277380578438, 1.5333304249193134]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
215,./greyInner/notfamousface13_1_cut.png,0,178,178,214,,,1.ja,6.353,None,,act,0.496,None,None,None,None,None,,['return'],[0.5836131612577447],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
166,./greyInner/RobertSeanLeonard(Wilson)1_1_cut.png,0,179,179,165,,,1.ja,1.792,None,,act,0.693,None,None,None,None,None,wilson,"['w', 'i', 'l', 's', 'o', 'n', 'return']","[0.616425524925944, 0.7663931902047807, 0.9497855900058312, 1.0329509410430546, 1.1330390916509714, 1.2830532701691482, 1.4662467857747288]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
72,./greyInner/GuentherJauch3_1_cut.png,0,180,180,71,,,1.ja,1.062,None,,None,None,host,1.369,None,None,None,jauch,"['j', 'a', 'u', 'c', 'h', 'return']","[0.6334978084246359, 0.7167115973866203, 0.8500724323407667, 0.9662833548045455, 0.9903935725760675, 1.2164530479326459]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
181,./greyInner/SigmarGabriel1_2_cut.png,0,181,181,180,,,1.ja,1.313,None,,None,None,None,None,polit,0.563,None,gabriel,"['g', 'a', 'b', 'r', 'i', 'e', 'l', 'return']","[0.46692876609677114, 0.7000758967751608, 0.766737708956498, 0.9332663328832496, 0.9573435102161056, 1.133454823775537, 1.2166698958617417, 1.4162556393293926]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
153,./greyInner/NeilPatrickHarris(Barney)13_4_cut.png,0,182,182,152,,,1.ja,4.509,None,,act,2.502,None,None,None,None,None,,['return'],[0.9833286927023437],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
179,./greyInner/Shakira7_1_cut.png,0,183,183,178,,,1.ja,2.363,None,,None,None,music,0.713,None,None,None,beyonce,"['b', 'e', 'y', 'o', 'n', 'c', 'e', 'return']","[0.8000511324848958, 0.9667879432549853, 1.3333879730234912, 1.4167637563705284, 1.5667368749259367, 1.6997692301770257, 1.9497679470528055, 2.099748443570661]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
151,./greyInner/NeilPatrickHarris(Barney)1_1_cut.png,0,184,184,150,,,1.ja,2.161,None,,act,0.595,None,None,None,None,None,,['return'],[0.5834466759392853],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
177,./greyInner/Shakira2_1_cut.png,0,185,185,176,,,1.ja,3.762,None,,None,None,music,0.462,None,None,None,,['return'],[0.7504882286220891],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
128,./greyInner/KatjaBurkard4_1_cut.png,0,186,186,127,,,1.ja,2.333,None,,act,0.685,None,None,None,None,None,,['return'],[0.7167789613881723],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
88,./greyInner/Ice-T(OdafinFinTutuola)5_1_cut.png,0,187,187,87,,,1.ja,1.146,None,,act,0.413,None,None,None,None,None,,['return'],[0.7173480268120329],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
94,./greyInner/JanHofer7_1_cut.png,0,188,188,93,,,2.nein,1.558,None,,None,None,host,1.425,None,None,None,,['return'],[0.6000509400164447],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
39,./greyInner/CarenMiosga6_2_cut.png,0,189,189,38,,,2.nein,3.096,None,,dummy,0.512,None,None,None,None,None,,['return'],[1.0666810590391833],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
219,./greyInner/notfamousface4_2_cut.png,0,190,190,218,,,2.nein,4.717,None,,None,None,music,0.624,None,None,None,,['return'],[0.6664602975820344],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
134,./greyInner/LeonardoDiCaprio4_1_cut.png,0,191,191,133,,,1.ja,1.331,None,,act,0.96,None,None,None,None,None,dicaprio,"['d', 'i', 'c', 'a', 'p', 'r', 'i', 'o', 'return']","[0.5502468088707246, 0.7334326257332577, 0.8499367419944974, 1.0667230813446622, 1.0900188362579684, 1.2999006862146416, 1.4330905449169222, 1.5830367178718916, 1.7997293891817208]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
34,./greyInner/BritneySpears7_1_cut.png,0,192,192,33,,,1.ja,1.897,None,,None,None,music,2.146,None,None,None,britney,"['b', 'r', 'i', 't', 'n', 'e', 'y', 'return']","[0.7167350143968179, 0.9333317721993808, 1.1499596457551888, 1.316324350611012, 1.416535681107689, 1.5665469725977346, 1.7996886500000073, 2.0165314467990356]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
6,./greyInner/AngelaMerkel1_1_cut.png,0,193,193,5,,,1.ja,1.108,None,,None,None,None,None,polit,0.61,None,merkel,"['m', 'e', 'r', 'k', 'e', 'l', 'return']","[0.5502448841853038, 0.6831691362526726, 0.8334473175013954, 0.9000212356995689, 1.0666553965625098, 1.0999829344532372, 1.2831594486674476]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
207,./greyInner/WillSmith14_1_cut.png,0,194,194,206,,,1.ja,1.541,None,,act,0.459,None,None,None,None,None,will smith,"['w', 'i', 'l', 'l', 'space', 's', 'm', 'i', 't', 'h', 'return']","[0.933203780596159, 1.0334016382926166, 1.2500782705542406, 1.3667235304383212, 1.434225147174402, 1.5999300055941603, 1.732899808557704, 1.916504886135499, 1.9999021618068582, 2.0664940437391124, 2.2496144212855143]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
83,./greyInner/HughLaurie(DrHouse)5_3_cut.png,0,195,195,82,,,1.ja,1.761,None,,act,0.41,None,None,None,None,None,hugh laurie,"['h', 'u', 'g', 'h', 'space', 'l', 'a', 'u', 'r', 'i', 'e', 'return']","[0.6502300641050169, 0.7002561756748946, 0.8666212013117729, 0.9001379999690471, 1.016918950199397, 1.1834956912698544, 1.2833432561578775, 1.4000068005561843, 1.5166944035267989, 1.5997898243144846, 1.699944376581243, 1.766514124627065]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
22,./greyInner/BenedictCumberbatch2_2_cut.png,0,196,196,21,,,1.ja,1.544,None,,dummy,0.444,None,None,None,None,None,cumberbatch,"['c', 'u', 'm', 'b', 'e', 'r', 'b', 'a', 't', 'c', 'h', 'return']","[0.7169743169934009, 0.8671803225261101, 1.0502965299201605, 1.2502004881002904, 1.3169816307990914, 1.450098672223703, 1.5664099991276998, 1.6665780241946777, 1.9498885606944896, 2.166428861048189, 2.882715744442976, 3.149233076879682]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
11,./greyInner/BarackObama1_3_cut.png,0,197,197,10,,,1.ja,1.187,None,,None,None,None,None,polit,0.864,None,obama,"['o', 'b', 'a', 'm', 'a', 'return']","[0.5338135210458859, 0.7670148637066632, 0.8835606814927814, 0.9835394457932125, 1.0834941515217906, 1.2334258893333754]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
85,./greyInner/HughLaurie(DrHouse)9_2_cut.png,0,198,198,84,,,1.ja,1.683,None,,act,0.656,None,None,None,None,None,hugh laurie,"['h', 'u', 'g', 'h', 'space', 'l', 'a', 'u', 'r', 'i', 'e', 'return']","[0.7494469736238898, 0.7995689987014885, 0.9827342855819552, 1.0160335947480235, 1.1330214486979457, 1.2666472487258034, 1.3666683561127684, 1.4832815379008935, 1.5666008637986124, 1.6664622222674552, 1.7664278345487219, 1.866447017250266]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
67,./greyInner/EmmaWatson(HermioneGranger)16_1_cut.png,0,199,199,66,,,1.ja,1.356,None,,dummy,0.84,None,None,None,None,None,emma watson,"['e', 'm', 'm', 'a', 'space', 'w', 'a', 't', 's', 'o', 'n', 'return']","[0.7837272309675427, 0.9000869957963005, 1.0335880120305774, 1.133482410938086, 1.2501979218523047, 1.349634887110824, 1.4834383997904297, 1.7170676642526814, 1.9165096978499605, 1.999993905161773, 2.0499276318150805, 2.24976903770812]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
213,./greyInner/notfamousface12_2_cut.png,0,200,200,212,,,1.ja,4.117,None,,act,0.534,None,None,None,None,None,,['return'],[0.966606060450431],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
171,./greyInner/SahraWagenknecht12_1_cut.png,0,201,201,170,,,2.nein,6.163,None,,None,None,music,1.112,None,None,None,,['return'],[0.7169499376404929],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
28,./greyInner/Beyonce3_2_cut.png,0,202,202,27,,,1.ja,1.211,None,,None,None,music,0.744,None,None,None,beyonce,"['b', 'e', 'y', 'o', 'n', 'c', 'e', 'return']","[1.033605334202548, 1.1500594086337514, 1.4000144992996866, 1.466609589041127, 1.6665732124802162, 1.733283141805714, 1.9331777973384305, 2.1168813546710226]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
23,./greyInner/BenedictCumberbatch3_9_cut.png,0,203,203,22,,,1.ja,1.045,None,,act,1.05,None,None,None,None,None,cumberbatch,"['c', 'u', 'm', 'b', 'r', 'backspace', 'backspace', 'b', 'e', 'r', 'b', 'a', 't', 'c', 'h', 'return']","[0.5003814085621343, 0.7004601923663358, 0.9166553324062079, 1.100157118514744, 1.2836447902609507, 1.6999251297238516, 1.8498491687923888, 2.4663115835292047, 2.5495911325879206, 2.5995293501750893, 2.9494747532553447, 3.0326654459881865, 3.33264825212882, 3.5825584334597806, 3.6076130303795253, 3.815727056462947]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
214,./greyInner/notfamousface1_2_cut.png,0,204,204,213,,,1.ja,4.288,None,,None,None,music,1.998,None,None,None,,['return'],[0.8165963728656607],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
122,./greyInner/KaleyCuoco(Penny)14_2_cut.png,0,205,205,121,,,1.ja,1.394,None,,act,0.445,None,None,None,None,None,penny,"['p', 'e', 'n', 'n', 'y', 'return']","[0.5666775304484872, 0.8163249921726674, 0.9997180335353733, 1.1331853677688741, 1.2670392430595712, 1.4331393036227382]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
81,./greyInner/HughLaurie(DrHouse)2_1_cut.png,0,206,206,80,,,1.ja,1.144,None,,act,0.452,None,None,None,None,None,dr house,"['d', 'r', 'space', 'h', 'o', 'u', 's', 'e', 'return']","[0.7335044806682163, 0.9499543207912211, 1.0999274393466294, 1.3331088935879052, 1.4831044668108007, 1.5997843710383677, 1.6995838187817753, 1.8495290293935795, 1.933059108382622]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
206,./greyInner/WillSmith1_1_cut.png,0,207,207,205,,,1.ja,1.18,None,,act,2.813,None,None,None,None,None,will smith,"['w', 'i', 'l', 'l', 'space', 's', 'm', 'i', 't', 'h', 'return']","[0.6174853852198794, 0.7842228375516243, 0.9839477999562405, 1.100816002607644, 1.1672770059076356, 1.2673661188587175, 1.3506052495163203, 1.5172381272554958, 1.650206326314219, 1.675540644231205, 2.0170677925652853]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
149,./greyInner/MilaKunis5_2_cut.png,0,208,208,148,,,1.ja,3.175,None,,dummy,0.911,None,None,None,None,None,,['return'],[0.6167809502298951],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
104,./greyInner/JimParsons(SheldonCooper)8_1_cut.png,0,209,209,103,,,1.ja,2.676,None,,act,0.56,None,None,None,None,None,sheldon,"['s', 'h', 'e', 'l', 'd', 'o', 'n', 'return']","[0.566541840102218, 0.766722953032513, 0.916505206916554, 1.0165580716188742, 1.333016508671335, 1.366386068867996, 1.5163376950990823, 1.6997041116419496]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
163,./greyInner/OmarEpps(DrEricForeman)3_1_cut.png,0,210,210,162,,,1.ja,1.453,None,,act,1.257,None,None,None,None,None,omar epps,"['o', 'm', 'a', 'r', 'space', 'e', 'p', 'p', 's', 'return']","[0.6833956076102368, 0.8334636773302009, 0.9167149976647124, 1.1493581814543177, 1.1998635397794715, 1.3664720381652842, 1.4832330999756778, 1.6330121460500777, 1.7331904361080888, 1.849739140922793]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
54,./greyInner/DannFlorek(DonaldDonCragen)5_1_cut.png,0,211,211,53,,,2.nein,1.594,None,,None,None,None,None,polit,1.061,None,,['return'],[1.0001857321763055],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
27,./greyInner/Beyonce11_2_cut.png,0,212,212,26,,,1.ja,1.146,None,,None,None,music,0.71,None,None,None,beyonce,"['b', 'e', 'y', 'o', 'n', 'c', 'e', 'return']","[0.5503391937877495, 0.7166836894430162, 0.9834967819256235, 1.0669704034658025, 1.2500885355452738, 1.3167558010031826, 1.5499779944261718, 1.6833609632667503]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
148,./greyInner/MilaKunis4_1_cut.png,0,213,213,147,,,2.nein,4.84,None,,None,None,music,0.747,None,None,None,,['return'],[0.750760571657338],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
130,./greyInner/KatjaBurkard7_1_cut.png,0,214,214,129,,,2.nein,1.777,None,,None,None,host,1.058,None,None,None,,['return'],[0.7336594178723317],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
204,./greyInner/Usher4_1_cut.png,0,215,215,203,,,1.ja,2.743,None,,None,None,music,1.481,None,None,None,,['return'],[1.0159303032792195],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
173,./greyInner/SahraWagenknecht5_1_cut.png,0,216,216,172,,,1.ja,1.414,None,,None,None,None,None,polit,0.91,None,wagenknecht,"['w', 'a', 'g', 'e', 'n', 'k', 'n', 'e', 'c', 'h', 't', 'return']","[0.5334433398174951, 0.7499804323615535, 0.8164491344045928, 1.0165760353525002, 1.0833738586616164, 1.5164390618824655, 1.6996422009169692, 1.7497440167935565, 1.949604027982332, 1.982722095905956, 2.2160684315608705, 2.299399626354443]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
46,./greyInner/CristinMilioti(Tracy_Mutter)10_1_cut.png,0,217,217,45,,,2.nein,2.132,None,,act,0.745,None,None,None,None,None,,['return'],[0.833301041383038],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
116,./greyInner/JudithRakers1_1_cut.png,0,218,218,115,,,2.nein,2.263,None,,dummy,0.56,None,None,None,None,None,,['return'],[0.5501505745828581],,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
24,./greyInner/BenedictCumberbatch4_1_cut.png,0,219,219,23,,,1.ja,1.185,None,,dummy,0.406,None,None,None,None,None,cumberbatch,"['c', 'u', 'm', 'b', 'e', 'r', 'b', 'a', 't', 'c', 'h', 'return']","[0.7163908164261557, 0.9003821142800916, 1.0669229278832972, 1.2827373009235998, 1.316048478985067, 1.4657925599349255, 1.5993343153509159, 1.749255146609812, 2.0658133465412902, 2.349049461858158, 2.3698768072799794, 2.5822973177582753]",,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
102,./greyInner/JimParsons(SheldonCooper)10_1_cut.png,0,220,220,101,,,1.ja,2.013,None,,None,None,None,None,None,None,1,sheldon,"['s', 'h', 'e', 'l', 'd', 'o', 'n', 'return']","[0.34997619805290014, 0.8838285335950786, 0.9669008581531671, 1.1001516652381724, 1.5164397034445756, 1.5995749010712643, 1.6494127142177604, 1.8831074179956886]",0.466212782993,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
205,./greyInner/Usher7_1_cut.png,0,221,221,204,,,None,None,1,4.06543001329,None,None,None,None,None,None,2,,['return'],[0.9000023096227778],0.749964714094,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
87,./greyInner/Ice-T(OdafinFinTutuola)12_1_cut.png,0,222,222,86,,,None,None,1,1.49986912137,None,None,None,None,None,None,1,,['return'],[0.7331878698605578],0.383314000934,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
209,./greyInner/WillSmith5_1_cut.png,0,223,223,208,,,None,None,1,1.06621817211,None,None,None,None,None,None,1,will smith,"['w', 'i', 'l', 'l', 'space', 's', 'm', 'i', 't', 'h', 'return']","[0.5833664806991692, 0.7497658298989336, 0.9498394812071638, 1.0998081088296203, 1.1498387113329045, 1.2829980958440501, 1.3831526481108085, 1.5665742389792285, 1.6499952524418404, 1.7164232153031662, 1.9330016885910482]",0.633947543331,2017_Feb_06_1227,60.035396594,famFaceGrey,001,10,
